# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ECI1	YLR284C	YLR284C_mRNA	protein_coding	0	8	0	38	11	0	0	0	0	0	0	0	8	27
ECM10	YEL030W	YEL030W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ECM15	YBL001C	YBL001C_mRNA	protein_coding	0	0	0	20	9	0	0	0	0	0	0	0	0	11
ECM18	YDR125C	YDR125C_mRNA	protein_coding	0	5	1	24	14	0	0	1	0	0	0	0	5	10
ECM22	YLR228C	YLR228C_mRNA	protein_coding	0	7	3	21	7	0	0	3	0	0	0	0	7	14
ECM38	YLR299W	YLR299W_mRNA	protein_coding	0	5	1	19	4	0	0	1	0	0	0	0	5	15
ECM9	YKR004C	YKR004C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
EDC1	YGL222C	YGL222C_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
EFT1	YOR133W	YOR133W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EGT2	YNL327W	YNL327W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EMC1	YCL045C	YCL045C_mRNA	protein_coding	0	3	5	29	18	0	0	5	0	0	0	0	3	11
EMG1	YLR186W	YLR186W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EMI2	YDR516C	YDR516C_mRNA	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0
EMP46	YLR080W	YLR080W_mRNA	protein_coding	0	3	1	29	15	0	0	1	0	0	0	0	3	14
EMP47	YFL048C	YFL048C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EMP70	YLR083C	YLR083C_mRNA	protein_coding	0	3	0	22	15	0	0	0	0	0	0	0	3	7
EMT1	tM(CAU)D	tM(CAU)D_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EMT3	tM(CAU)J2	tM(CAU)J2_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENB1	YOL158C	YOL158C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
END3	YNL084C	YNL084C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENV10	YLR065C	YLR065C_mRNA	protein_coding	0	2	1	11	1	0	0	1	0	0	0	0	2	10
ERF2	YLR246W	YLR246W_mRNA	protein_coding	0	0	0	16	9	0	0	0	0	0	0	0	0	7
ERG13	YML126C	YML126C_mRNA	protein_coding	0	4	1	55	18	0	0	1	0	0	0	0	4	37
ERG2	YMR202W	YMR202W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ERG27	YLR100W	YLR100W_mRNA	protein_coding	0	0	1	7	2	0	0	1	0	0	0	0	0	5
ERJ5	YFR041C	YFR041C_mRNA	protein_coding	0	0	0	10	3	0	0	0	0	0	0	0	0	7
ERO1	YML130C	YML130C_mRNA	protein_coding	0	3	0	35	19	0	0	0	0	0	0	0	3	16
ERR3	YMR323W	YMR323W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ERT1	YBR239C	YBR239C_mRNA	protein_coding	0	3	3	11	0	0	0	3	0	0	0	0	3	11
ERV1	YGR029W	YGR029W_mRNA	protein_coding	0	0	1	9	8	0	0	1	0	0	0	0	0	1
ERV15	YBR210W	YBR210W_mRNA	protein_coding	0	1	0	29	14	0	0	0	0	0	0	0	1	15
ERV41	YML067C	YML067C_mRNA	protein_coding	0	0	1	26	14	0	0	1	0	0	0	0	0	12
EST1	YLR233C	YLR233C_mRNA	protein_coding	0	6	3	20	14	0	0	3	0	0	0	0	6	6
EST2	YLR318W	YLR318W_mRNA	protein_coding	0	2	1	25	7	0	0	1	0	0	0	0	2	18
EST3	YIL009C-A	YIL009C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EUG1	YDR518W	YDR518W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EXG1	YLR300W	YLR300W_mRNA	protein_coding	0	2	0	13	0	0	0	0	0	0	0	0	2	13
EXO1	YOR033C	YOR033C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FAD1	YDL045C	YDL045C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FAF1	YIL019W	YIL019W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FAR10	YLR238W	YLR238W_mRNA	protein_coding	0	0	0	11	6	0	0	0	0	0	0	0	0	5
FKS1	YLR342W	YLR342W_mRNA	protein_coding	0	21	2	56	26	0	0	2	0	0	0	0	21	30
FLC1	YPL221W	YPL221W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
FLC2	YAL053W	YAL053W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FLC3	YGL139W	YGL139W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FLO1	YAR050W	YAR050W_mRNA	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	1	0
FLO9	YAL063C	YAL063C_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0
FLR1	YBR008C	YBR008C_mRNA	protein_coding	0	1	3	34	19	0	0	3	0	0	0	0	1	15
FMC1	YIL098C	YIL098C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
FMP25	YLR077W	YLR077W_mRNA	protein_coding	0	5	2	31	16	0	0	2	0	0	0	0	5	15
FMP27	YLR454W	YLR454W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FMP40	YPL222W	YPL222W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FMP45	YDL222C	YDL222C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FMP48	YGR052W	YGR052W_mRNA	protein_coding	0	3	1	23	9	0	0	1	0	0	0	0	3	14
FMT1	YBL013W	YBL013W_mRNA	protein_coding	0	3	2	38	17	0	0	2	0	0	0	0	3	21
FOB1	YDR110W	YDR110W_mRNA	protein_coding	0	2	0	5	4	0	0	0	0	0	0	0	2	1
FOX2	YKR009C	YKR009C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
FPR2	YDR519W	YDR519W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FPR3	YML074C	YML074C_mRNA	protein_coding	0	3	1	21	6	0	0	1	0	0	0	0	3	15
FRE1	YLR214W	YLR214W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FRE4	YNR060W	YNR060W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FRE7	YOL152W	YOL152W_mRNA	protein_coding	0	0	0	19	18	0	0	0	0	0	0	0	0	1
FRM2	YCL026C-A	YCL026C-A_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	2
FRS1	YLR060W	YLR060W_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0
FTH1	YBR207W	YBR207W_mRNA	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0
FUM1	YPL262W	YPL262W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FUR4	YBR021W	YBR021W_mRNA	protein_coding	0	0	0	8	3	0	0	0	0	0	0	0	0	5
FUS1	YCL027W	YCL027W_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0
FUS3	YBL016W	YBL016W_mRNA	protein_coding	0	1	0	41	20	0	0	0	0	0	0	0	1	21
FYV10	YIL097W	YIL097W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FYV5	YCL058C	YCL058C_mRNA	protein_coding	0	0	1	40	24	0	0	1	0	0	0	0	0	16
FYV6	YNL133C	YNL133C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FYV7	YLR068W	YLR068W_mRNA	protein_coding	0	1	0	22	9	0	0	0	0	0	0	0	1	13
GAA1	YLR088W	YLR088W_mRNA	protein_coding	0	5	2	34	23	0	0	2	0	0	0	0	5	11
GAB1	YLR459W	YLR459W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GAL1	YBR020W	YBR020W_mRNA	protein_coding	0	0	2	10	4	0	0	2	0	0	0	0	0	6
GAL10	YBR019C	YBR019C_mRNA	protein_coding	0	1	1	13	10	0	0	1	0	0	0	0	1	3
GAL2	YLR081W	YLR081W_mRNA	protein_coding	0	3	0	21	7	0	0	0	0	0	0	0	3	14
GAL7	YBR018C	YBR018C_mRNA	protein_coding	0	1	2	14	9	0	0	2	0	0	0	0	1	5
GAL80	YML051W	YML051W_mRNA	protein_coding	0	2	0	20	13	0	0	0	0	0	0	0	2	7
GAS2	YLR343W	YLR343W_mRNA	protein_coding	0	6	5	38	18	0	0	5	0	0	0	0	6	20
GCD14	YJL125C	YJL125C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GCD7	YLR291C	YLR291C_mRNA	protein_coding	0	5	0	28	14	0	0	0	0	0	0	0	5	14
GCV2	YMR189W	YMR189W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GCY1	YOR120W	YOR120W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
GDB1	YPR184W	YPR184W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
GDH3	YAL062W	YAL062W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
GEA1	YJR031C	YJR031C_mRNA	protein_coding	0	7	3	13	4	0	0	3	0	0	0	0	7	9
GEF1	YJR040W	YJR040W_mRNA	protein_coding	0	1	2	33	16	0	0	2	0	0	0	0	1	17
GEM1	YAL048C	YAL048C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GEP5	YLR091W	YLR091W_mRNA	protein_coding	0	0	0	46	21	0	0	0	0	0	0	0	0	25
GEX1	YCL073C	YCL073C_mRNA	protein_coding	0	2	1	45	43	0	0	1	0	0	0	0	2	2
GEX2	YKR106W	YKR106W_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
GFA1	YKL104C	YKL104C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GID7	YCL039W	YCL039W_mRNA	protein_coding	0	0	1	11	0	0	0	1	0	0	0	0	0	11
GIM5	YML094W	YML094W_mRNA	protein_coding	0	0	0	36	11	0	0	0	0	0	0	0	0	25
GIS1	YDR096W	YDR096W_mRNA	protein_coding	0	1	1	2	2	0	0	1	0	0	0	0	1	0
GIS3	YLR094C	YLR094C_mRNA	protein_coding	0	4	1	29	19	0	0	1	0	0	0	0	4	10
GLK1	YCL040W	YCL040W_mRNA	protein_coding	0	4	0	13	1	0	0	0	0	0	0	0	4	12
GLO2	YDR272W	YDR272W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GMC1	YDR506C	YDR506C_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
GPI15	YNL038W	YNL038W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
GPI18	YBR004C	YBR004C_mRNA	protein_coding	0	1	1	31	13	0	0	1	0	0	0	0	1	18
GPI19	YDR437W	YDR437W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GPN3	YLR243W	YLR243W_mRNA	protein_coding	0	1	0	14	6	0	0	0	0	0	0	0	1	8
GPT2	YKR067W	YKR067W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRE2	YOL151W	YOL151W_mRNA	protein_coding	0	7	2	19	14	0	0	2	0	0	0	0	7	5
GRH1	YDR517W	YDR517W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRR1	YJR090C	YJR090C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRX2	YDR513W	YDR513W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GRX3	YDR098C	YDR098C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
GRX7	YBR014C	YBR014C_mRNA	protein_coding	0	2	1	16	3	0	0	1	0	0	0	0	2	13
GRX8	YLR364W	YLR364W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
GSC2	YGR032W	YGR032W_mRNA	protein_coding	0	2	1	14	6	0	0	1	0	0	0	0	2	8
GSF2	YML048W	YML048W_mRNA	protein_coding	0	0	1	13	0	0	0	1	0	0	0	0	0	13
GSP1	YLR293C	YLR293C_mRNA	protein_coding	0	0	0	30	15	0	0	0	0	0	0	0	0	15
GSP2	YOR185C	YOR185C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GSY2	YLR258W	YLR258W_mRNA	protein_coding	0	9	1	24	11	0	0	1	0	0	0	0	9	13
GTR1	YML121W	YML121W_mRNA	protein_coding	0	0	0	40	8	0	0	0	0	0	0	0	0	32
GUF1	YLR289W	YLR289W_mRNA	protein_coding	0	4	0	37	12	0	0	0	0	0	0	0	4	25
GUP2	YPL189W	YPL189W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
HAM1	YJR069C	YJR069C_mRNA	protein_coding	0	0	0	27	13	0	0	0	0	0	0	0	0	14
HAP1	YLR256W	YLR256W_mRNA	protein_coding	0	9	5	13	0	0	0	5	0	0	0	0	9	13
HAP3	YBL021C	YBL021C_mRNA	protein_coding	0	0	0	31	9	0	0	0	0	0	0	0	0	22
HBN1	YCL026C-B	YCL026C-B_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
HCS1	YKL017C	YKL017C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HDA3	YPR179C	YPR179C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HEF3	YNL014W	YNL014W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
HEK2	YBL032W	YBL032W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
HHF1	YBR009C	YBR009C_mRNA	protein_coding	0	1	0	24	15	0	0	0	0	0	0	0	1	9
HHT1	YBR010W	YBR010W_mRNA	protein_coding	0	0	0	23	6	0	0	0	0	0	0	0	0	17
HIR1	YBL008W	YBL008W_mRNA	protein_coding	0	4	3	29	19	0	0	3	0	0	0	0	4	10
HIS6	YIL020C	YIL020C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HIT1	YJR055W	YJR055W_mRNA	protein_coding	0	2	0	32	17	0	0	0	0	0	0	0	2	15
HMG1	YML075C	YML075C_mRNA	protein_coding	0	4	0	20	11	0	0	0	0	0	0	0	4	9
HMG2	YLR450W	YLR450W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HMLALPHA1	YCL066W	YCL066W_mRNA	protein_coding	0	0	0	24	22	0	0	0	0	0	0	0	0	2
HMLALPHA2	YCL067C	YCL067C_mRNA	protein_coding	0	0	0	20	2	0	0	0	0	0	0	0	0	18
HMS1	YOR032C	YOR032C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HOC1	YJR075W	YJR075W_mRNA	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14
HOG1	YLR113W	YLR113W_mRNA	protein_coding	0	6	1	21	21	0	0	1	0	0	0	0	6	0
HPA2	YPR193C	YPR193C_mRNA	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0
HPA3	YEL066W	YEL066W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HPC2	YBR215W	YBR215W_mRNA	protein_coding	0	4	1	24	10	0	0	1	0	0	0	0	4	14
HPF1	YOL155C	YOL155C_mRNA	protein_coding	0	1	3	11	2	0	0	3	0	0	0	0	1	9
HRA1	HRA1	HRA1_ncRNA	lincRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HRI1	YLR301W	YLR301W_mRNA	protein_coding	0	0	0	11	1	0	0	0	0	0	0	0	0	10
HRT3	YLR097C	YLR097C_mRNA	protein_coding	0	0	0	13	8	0	0	0	0	0	0	0	0	5
HSC82	YMR186W	YMR186W_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	1
HSK3	YKL138C-A	YKL138C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HSL1	YKL101W	YKL101W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HSP26	YBR072W	YBR072W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HSP30	YCR021C	YCR021C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HSP60	YLR259C	YLR259C_mRNA	protein_coding	0	3	0	33	19	0	0	0	0	0	0	0	3	14
HSX1	tR(CCU)J	tR(CCU)J_tRNA	protein_coding	0	0	0	34	20	0	0	0	0	0	0	0	0	14
HTA2	YBL003C	YBL003C_mRNA	protein_coding	0	0	0	19	5	0	0	0	0	0	0	0	0	14
HTB2	YBL002W	YBL002W_mRNA	protein_coding	0	1	0	18	11	0	0	0	0	0	0	0	1	7
HTL1	YCR020W-B	YCR020W-B_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HUB1	YNR032C-A	YNR032C-A_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
HUL4	YJR036C	YJR036C_mRNA	protein_coding	0	9	0	29	13	0	0	0	0	0	0	0	9	16
HUL5	YGL141W	YGL141W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HXK1	YFR053C	YFR053C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
HXT1	YHR094C	YHR094C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HXT11	YOL156W	YOL156W_mRNA	protein_coding	0	0	0	8	6	0	0	0	0	0	0	0	0	2
HXT13	YEL069C	YEL069C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HXT5	YHR096C	YHR096C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IAH1	YOR126C	YOR126C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ICL1	YER065C	YER065C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ICT1	YLR099C	YLR099C_mRNA	protein_coding	0	0	0	9	5	0	0	0	0	0	0	0	0	4
IDH1	YNL037C	YNL037C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
IDP3	YNL009W	YNL009W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
IDS2	YJL146W	YJL146W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IES4	YOR189W	YOR189W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IES5	YER092W	YER092W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IFH1	YLR223C	YLR223C_mRNA	protein_coding	0	5	2	12	6	0	0	2	0	0	0	0	5	6
ILS1	YBL076C	YBL076C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ILV2	YMR108W	YMR108W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ILV5	YLR355C	YLR355C_mRNA	protein_coding	0	0	0	13	9	0	0	0	0	0	0	0	0	4
IMA1	YGR287C	YGR287C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IMA2	YOL157C	YOL157C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
IMD4	YML056C	YML056C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
IMH1	YLR309C	YLR309C_mRNA	protein_coding	0	1	3	18	12	0	0	3	0	0	0	0	1	6
IML2	YJL082W	YJL082W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IMO32	YGR031W	YGR031W_mRNA	protein_coding	0	0	2	10	6	0	0	2	0	0	0	0	0	4
IMT3	tM(CAU)J3	tM(CAU)J3_tRNA	protein_coding	0	0	0	26	9	0	0	0	0	0	0	0	0	17
IMT4	tM(CAU)E	tM(CAU)E_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
INO1	YJL153C	YJL153C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
INO2	YDR123C	YDR123C_mRNA	protein_coding	0	3	0	34	12	0	0	0	0	0	0	0	3	22
INP1	YMR204C	YMR204C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
INP52	YNL106C	YNL106C_mRNA	protein_coding	0	3	3	25	21	0	0	3	0	0	0	0	3	4
IOC2	YLR095C	YLR095C_mRNA	protein_coding	0	5	2	20	16	0	0	2	0	0	0	0	5	4
IPP1	YBR011C	YBR011C_mRNA	protein_coding	0	1	1	17	15	0	0	1	0	0	0	0	1	2
IRC2	YDR112W	YDR112W_mRNA	protein_coding	0	0	0	6	3	0	0	0	0	0	0	0	0	3
IRC20	YLR247C	YLR247C_mRNA	protein_coding	0	4	7	19	7	0	0	7	0	0	0	0	4	12
IRC5	YFR038W	YFR038W_mRNA	protein_coding	0	5	4	3	3	0	0	4	0	0	0	0	5	0
IRC6	YFR043C	YFR043C_mRNA	protein_coding	0	1	2	4	2	0	0	2	0	0	0	0	1	2
IRC7	YFR055W	YFR055W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ISN1	YOR155C	YOR155C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ISY1	YJR050W	YJR050W_mRNA	protein_coding	0	0	0	13	6	0	0	0	0	0	0	0	0	7
ITT1	YML068W	YML068W_mRNA	protein_coding	0	5	2	26	13	0	0	2	0	0	0	0	5	13
IZH1	YDR492W	YDR492W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JIP3	YLR331C	YLR331C_mRNA	protein_coding	0	0	0	29	17	0	0	0	0	0	0	0	0	12
JSN1	YJR091C	YJR091C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
KAP104	YBR017C	YBR017C_mRNA	protein_coding	0	4	0	23	15	0	0	0	0	0	0	0	4	8
KAP95	YLR347C	YLR347C_mRNA	protein_coding	0	0	1	39	21	0	0	1	0	0	0	0	0	18
KAR4	YCL055W	YCL055W_mRNA	protein_coding	0	4	0	29	13	0	0	0	0	0	0	0	4	16
KAR9	YPL269W	YPL269W_mRNA	protein_coding	0	0	1	2	2	0	0	1	0	0	0	0	0	0
KCC4	YCL024W	YCL024W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
KCH1	YJR054W	YJR054W_mRNA	protein_coding	0	2	0	31	20	0	0	0	0	0	0	0	2	11
KEG1	YFR042W	YFR042W_mRNA	protein_coding	0	0	2	7	5	0	0	2	0	0	0	0	0	2
KEL1	YHR158C	YHR158C_mRNA	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	1	0
KEL3	YPL263C	YPL263C_mRNA	protein_coding	1	0	0	1	1	1	0	0	0	0	0	0	0	0
KEX2	YNL238W	YNL238W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
KGD1	YIL125W	YIL125W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
KIN1	YDR122W	YDR122W_mRNA	protein_coding	0	2	3	29	20	0	0	3	0	0	0	0	2	9
KIN2	YLR096W	YLR096W_mRNA	protein_coding	0	3	0	17	4	0	0	0	0	0	0	0	3	13
KNH1	YDL049C	YDL049C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
KRE33	YNL132W	YNL132W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
KRE9	YJL174W	YJL174W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
KRR1	YCL059C	YCL059C_mRNA	protein_coding	0	3	1	38	25	0	0	1	0	0	0	0	3	13
KSS1	YGR040W	YGR040W_mRNA	protein_coding	1	3	0	27	25	1	0	0	0	0	0	0	3	2
KTR2	YKR061W	YKR061W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
KTR3	YBR205W	YBR205W_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0
LAM1	YHR155W	YHR155W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LAM6	YLR072W	YLR072W_mRNA	protein_coding	0	0	1	28	21	0	0	1	0	0	0	0	0	7
LAP2	YNL045W	YNL045W_mRNA	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0
LAP3	YNL239W	YNL239W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
LAS1	YKR063C	YKR063C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LCB5	YLR260W	YLR260W_mRNA	protein_coding	0	4	1	33	16	0	0	1	0	0	0	0	4	17
LCD1	YDR499W	YDR499W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
LCL2	YLR104W	YLR104W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
LDB7	YBL006C	YBL006C_mRNA	protein_coding	0	2	2	29	15	0	0	2	0	0	0	0	2	14
LDH1	YBR204C	YBR204C_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
LEO1	YOR123C	YOR123C_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	1
LEU3	YLR451W	YLR451W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LEU4	YNL104C	YNL104C_mRNA	protein_coding	0	1	0	14	11	0	0	0	0	0	0	0	1	3
LHP1	YDL051W	YDL051W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
LIA1	YJR070C	YJR070C_mRNA	protein_coding	0	3	0	19	8	0	0	0	0	0	0	0	3	11
LIF1	YGL090W	YGL090W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LIN1	YHR156C	YHR156C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
LIP2	YLR239C	YLR239C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
LPP1	YDR503C	YDR503C_mRNA	protein_coding	0	3	2	2	2	0	0	2	0	0	0	0	3	0
LRE1	YCL051W	YCL051W_mRNA	protein_coding	0	4	5	33	18	0	0	5	0	0	0	0	4	15
LRS4	YDR439W	YDR439W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LSM12	YHR121W	YHR121W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
