# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CYB5	YNL111C	YNL111C_mRNA	protein_coding	0	1	0	23	5	0	0	0	0	0	0	0	1	18
CYC1	YJR048W	YJR048W_mRNA	protein_coding	0	0	0	16	1	0	0	0	0	0	0	0	0	15
CYT1	YOR065W	YOR065W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
DAK1	YML070W	YML070W_mRNA	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	1	2
DAK2	YFL053W	YFL053W_mRNA	protein_coding	0	0	0	13	5	0	0	0	0	0	0	0	0	8
DAM1	YGR113W	YGR113W_mRNA	protein_coding	0	3	3	15	5	0	0	3	0	0	0	0	3	10
DAT1	YML113W	YML113W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
DBP2	YNL112W	YNL112W_mRNA	protein_coding	0	2	0	19	19	0	0	0	0	0	0	0	2	0
DBP6	YNR038W	YNR038W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
DBP9	YLR276C	YLR276C_mRNA	protein_coding	0	0	0	13	8	0	0	0	0	0	0	0	0	5
DCD1	YHR144C	YHR144C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DCP1	YOL149W	YOL149W_mRNA	protein_coding	0	0	0	28	15	0	0	0	0	0	0	0	0	13
DCR2	YLR361C	YLR361C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
DCS1	YLR270W	YLR270W_mRNA	protein_coding	0	0	0	25	13	0	0	0	0	0	0	0	0	12
DGR1	YNL130C-A	YNL130C-A_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
DIC1	YLR348C	YLR348C_mRNA	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5
DIM1	YPL266W	YPL266W_mRNA	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	2	2
DIP5	YPL265W	YPL265W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
DMA2	YNL116W	YNL116W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
DNF1	YER166W	YER166W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
DNF2	YDR093W	YDR093W_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
DON1	YDR273W	YDR273W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
DOT5	YIL010W	YIL010W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DPB2	YPR175W	YPR175W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
DPB4	YDR121W	YDR121W_mRNA	protein_coding	0	0	1	19	13	0	0	1	0	0	0	0	0	6
DPH2	YKL191W	YKL191W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DSF2	YBR007C	YBR007C_mRNA	protein_coding	0	1	3	35	19	0	0	3	0	0	0	0	1	16
DSS4	YPR017C	YPR017C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
DST1	YGL043W	YGL043W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
DUG1	YFR044C	YFR044C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
DUR1,2	YBR208C	YBR208C_mRNA	protein_coding	0	2	1	5	0	0	0	1	0	0	0	0	2	5
DUS1	YML080W	YML080W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
DUT1	YBR252W	YBR252W_mRNA	protein_coding	0	0	0	23	23	0	0	0	0	0	0	0	0	0
DYN1	YKR054C	YKR054C_mRNA	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0
EAF7	YNL136W	YNL136W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ECI1	YLR284C	YLR284C_mRNA	protein_coding	0	7	1	37	13	0	0	1	0	0	0	0	7	24
ECL1	YGR146C	YGR146C_mRNA	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0
ECM10	YEL030W	YEL030W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ECM15	YBL001C	YBL001C_mRNA	protein_coding	0	0	0	29	12	0	0	0	0	0	0	0	0	17
ECM18	YDR125C	YDR125C_mRNA	protein_coding	0	4	0	27	20	0	0	0	0	0	0	0	4	7
ECM2	YBR065C	YBR065C_mRNA	protein_coding	0	0	0	8	6	0	0	0	0	0	0	0	0	2
ECM22	YLR228C	YLR228C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ECM32	YER176W	YER176W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ECM33	YBR078W	YBR078W_mRNA	protein_coding	0	0	0	14	8	0	0	0	0	0	0	0	0	6
ECM38	YLR299W	YLR299W_mRNA	protein_coding	0	2	1	17	3	0	0	1	0	0	0	0	2	14
ECM8	YBR076W	YBR076W_mRNA	protein_coding	0	1	1	12	6	0	0	1	0	0	0	0	1	6
EDC1	YGL222C	YGL222C_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0
EEB1	YPL095C	YPL095C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EFM4	YIL064W	YIL064W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EGD2	YHR193C	YHR193C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EGO4	YNR034W-A	YNR034W-A_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
EGT2	YNL327W	YNL327W_mRNA	protein_coding	0	3	2	6	0	0	0	2	0	0	0	0	3	6
EMC1	YCL045C	YCL045C_mRNA	protein_coding	0	3	4	25	14	0	0	4	0	0	0	0	3	11
EMC4	YGL231C	YGL231C_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
EMI2	YDR516C	YDR516C_mRNA	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0
EMP46	YLR080W	YLR080W_mRNA	protein_coding	0	3	1	28	15	0	0	1	0	0	0	0	3	13
EMP47	YFL048C	YFL048C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
EMP70	YLR083C	YLR083C_mRNA	protein_coding	0	4	0	25	15	0	0	0	0	0	0	0	4	10
EMT5	tM(CAU)J1	tM(CAU)J1_tRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
END3	YNL084C	YNL084C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
ENP2	YGR145W	YGR145W_mRNA	protein_coding	0	0	0	13	1	0	0	0	0	0	0	0	0	12
ENT2	YLR206W	YLR206W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENV10	YLR065C	YLR065C_mRNA	protein_coding	0	1	0	10	1	0	0	0	0	0	0	0	1	9
ENV11	YGR071C	YGR071C_mRNA	protein_coding	0	0	0	8	6	0	0	0	0	0	0	0	0	2
ERB1	YMR049C	YMR049C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ERG13	YML126C	YML126C_mRNA	protein_coding	0	2	0	40	11	0	0	0	0	0	0	0	2	29
ERG25	YGR060W	YGR060W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ERG27	YLR100W	YLR100W_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
ERG28	YER044C	YER044C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ERG3	YLR056W	YLR056W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
ERG4	YGL012W	YGL012W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
ERG9	YHR190W	YHR190W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ERJ5	YFR041C	YFR041C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
ERO1	YML130C	YML130C_mRNA	protein_coding	0	1	0	24	14	0	0	0	0	0	0	0	1	10
ERT1	YBR239C	YBR239C_mRNA	protein_coding	0	2	2	7	0	0	0	2	0	0	0	0	2	7
ERV1	YGR029W	YGR029W_mRNA	protein_coding	0	0	1	3	3	0	0	1	0	0	0	0	0	0
ERV14	YGL054C	YGL054C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
ERV15	YBR210W	YBR210W_mRNA	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	0	5
ERV2	YPR037C	YPR037C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ERV29	YGR284C	YGR284C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ERV41	YML067C	YML067C_mRNA	protein_coding	0	0	1	5	2	0	0	1	0	0	0	0	0	3
ESBP6	YNL125C	YNL125C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
ESL1	YIL151C	YIL151C_mRNA	protein_coding	0	0	0	7	5	0	0	0	0	0	0	0	0	2
EST1	YLR233C	YLR233C_mRNA	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	1	0
EST2	YLR318W	YLR318W_mRNA	protein_coding	0	1	1	5	3	0	0	1	0	0	0	0	1	2
EST3	YIL009C-A	YIL009C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ETS2-1	ETS2-1	ETS2-1_rRNA	rRNA	0	0	0	2	2	0	0	0	0	0	0	0	0	0
EUG1	YDR518W	YDR518W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
EXG1	YLR300W	YLR300W_mRNA	protein_coding	0	2	0	12	3	0	0	0	0	0	0	0	2	9
FAF1	YIL019W	YIL019W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FAR11	YNL127W	YNL127W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
FAR8	YMR029C	YMR029C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FAT1	YBR041W	YBR041W_mRNA	protein_coding	0	1	0	3	3	0	0	0	0	0	0	0	1	0
FBA1	YKL060C	YKL060C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FCF2	YLR051C	YLR051C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
FHN1	YGR131W	YGR131W_mRNA	protein_coding	0	0	0	19	11	0	0	0	0	0	0	0	0	8
FIG1	YBR040W	YBR040W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
FIG4	YNL325C	YNL325C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
FIS1	YIL065C	YIL065C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FKH1	YIL131C	YIL131C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
FKS1	YLR342W	YLR342W_mRNA	protein_coding	0	5	0	9	4	0	0	0	0	0	0	0	5	5
FLC3	YGL139W	YGL139W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FLO1	YAR050W	YAR050W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
FLO5	YHR211W	YHR211W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FLO9	YAL063C	YAL063C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FLR1	YBR008C	YBR008C_mRNA	protein_coding	0	2	2	33	18	0	0	2	0	0	0	0	2	15
FLX1	YIL134W	YIL134W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
FMC1	YIL098C	YIL098C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
FMP23	YBR047W	YBR047W_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
FMP25	YLR077W	YLR077W_mRNA	protein_coding	0	5	3	27	15	0	0	3	0	0	0	0	5	12
FMP48	YGR052W	YGR052W_mRNA	protein_coding	0	3	1	17	6	0	0	1	0	0	0	0	3	11
FMT1	YBL013W	YBL013W_mRNA	protein_coding	0	1	0	32	14	0	0	0	0	0	0	0	1	18
FOB1	YDR110W	YDR110W_mRNA	protein_coding	0	1	0	6	4	0	0	0	0	0	0	0	1	2
FPR1	YNL135C	YNL135C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FPR2	YDR519W	YDR519W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FPR3	YML074C	YML074C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
FRE1	YLR214W	YLR214W_mRNA	protein_coding	0	1	0	11	4	0	0	0	0	0	0	0	1	7
FRE4	YNR060W	YNR060W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FRE7	YOL152W	YOL152W_mRNA	protein_coding	0	0	0	19	19	0	0	0	0	0	0	0	0	0
FRE8	YLR047C	YLR047C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FRK1	YPL141C	YPL141C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
FRM2	YCL026C-A	YCL026C-A_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	2
FRS1	YLR060W	YLR060W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
FRT1	YOR324C	YOR324C_mRNA	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	6
FTH1	YBR207W	YBR207W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
FUR4	YBR021W	YBR021W_mRNA	protein_coding	0	0	0	10	4	0	0	0	0	0	0	0	0	6
FUS1	YCL027W	YCL027W_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0
FUS2	YMR232W	YMR232W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FUS3	YBL016W	YBL016W_mRNA	protein_coding	0	3	1	43	19	0	0	1	0	0	0	0	3	24
FYV10	YIL097W	YIL097W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FYV4	YHR059W	YHR059W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FYV5	YCL058C	YCL058C_mRNA	protein_coding	0	0	0	35	17	0	0	0	0	0	0	0	0	18
FYV6	YNL133C	YNL133C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
FYV7	YLR068W	YLR068W_mRNA	protein_coding	0	0	1	23	14	0	0	1	0	0	0	0	0	9
FZF1	YGL254W	YGL254W_mRNA	protein_coding	0	0	1	4	1	0	0	1	0	0	0	0	0	3
GAA1	YLR088W	YLR088W_mRNA	protein_coding	0	5	0	26	13	0	0	0	0	0	0	0	5	13
GAL1	YBR020W	YBR020W_mRNA	protein_coding	0	0	2	13	5	0	0	2	0	0	0	0	0	8
GAL10	YBR019C	YBR019C_mRNA	protein_coding	0	2	1	13	9	0	0	1	0	0	0	0	2	4
GAL2	YLR081W	YLR081W_mRNA	protein_coding	0	5	1	22	7	0	0	1	0	0	0	0	5	15
GAL7	YBR018C	YBR018C_mRNA	protein_coding	0	1	0	16	9	0	0	0	0	0	0	0	1	7
GAL80	YML051W	YML051W_mRNA	protein_coding	0	2	1	27	15	0	0	1	0	0	0	0	2	12
GAS2	YLR343W	YLR343W_mRNA	protein_coding	0	1	0	7	3	0	0	0	0	0	0	0	1	4
GAS5	YOL030W	YOL030W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
GCD2	YGR083C	YGR083C_mRNA	protein_coding	0	0	0	12	6	0	0	0	0	0	0	0	0	6
GCD7	YLR291C	YLR291C_mRNA	protein_coding	0	7	0	40	26	0	0	0	0	0	0	0	7	14
GCV2	YMR189W	YMR189W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GDB1	YPR184W	YPR184W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
GDH1	YOR375C	YOR375C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GEA1	YJR031C	YJR031C_mRNA	protein_coding	0	7	2	16	5	0	0	2	0	0	0	0	7	11
GEA2	YEL022W	YEL022W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GEF1	YJR040W	YJR040W_mRNA	protein_coding	0	2	3	31	15	0	0	3	0	0	0	0	2	16
GEP5	YLR091W	YLR091W_mRNA	protein_coding	0	0	1	26	13	0	0	1	0	0	0	0	0	13
GEP7	YGL057C	YGL057C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
GEX1	YCL073C	YCL073C_mRNA	protein_coding	0	2	1	38	36	0	0	1	0	0	0	0	2	2
GEX2	YKR106W	YKR106W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
GFA1	YKL104C	YKL104C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GIC1	YHR061C	YHR061C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GID7	YCL039W	YCL039W_mRNA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	13
GIM5	YML094W	YML094W_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
GIP1	YBR045C	YBR045C_mRNA	protein_coding	0	1	0	3	1	0	0	0	0	0	0	0	1	2
GIS1	YDR096W	YDR096W_mRNA	protein_coding	0	1	2	2	2	0	0	2	0	0	0	0	1	0
GIS3	YLR094C	YLR094C_mRNA	protein_coding	0	3	0	21	12	0	0	0	0	0	0	0	3	9
GIT1	YCR098C	YCR098C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GLK1	YCL040W	YCL040W_mRNA	protein_coding	0	5	0	12	0	0	0	0	0	0	0	0	5	12
GLO2	YDR272W	YDR272W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GLR1	YPL091W	YPL091W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GMC1	YDR506C	YDR506C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
GNT1	YOR320C	YOR320C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GOR1	YNL274C	YNL274C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
GPB1	YOR371C	YOR371C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPC1	YGR149W	YGR149W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPI10	YGL142C	YGL142C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPI15	YNL038W	YNL038W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPI16	YHR188C	YHR188C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPI18	YBR004C	YBR004C_mRNA	protein_coding	0	1	0	32	15	0	0	0	0	0	0	0	1	17
GPI8	YDR331W	YDR331W_mRNA	protein_coding	0	0	1	3	0	0	0	1	0	0	0	0	0	3
GPX2	YBR244W	YBR244W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRE2	YOL151W	YOL151W_mRNA	protein_coding	0	7	3	18	15	0	0	3	0	0	0	0	7	3
GRH1	YDR517W	YDR517W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRX2	YDR513W	YDR513W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GRX3	YDR098C	YDR098C_mRNA	protein_coding	0	0	1	1	1	0	0	1	0	0	0	0	0	0
GRX4	YER174C	YER174C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRX6	YDL010W	YDL010W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
GRX7	YBR014C	YBR014C_mRNA	protein_coding	0	2	0	17	2	0	0	0	0	0	0	0	2	15
GRX8	YLR364W	YLR364W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
GSC2	YGR032W	YGR032W_mRNA	protein_coding	0	1	1	13	9	0	0	1	0	0	0	0	1	4
GSF2	YML048W	YML048W_mRNA	protein_coding	0	1	1	14	1	0	0	1	0	0	0	0	1	13
GSP1	YLR293C	YLR293C_mRNA	protein_coding	0	0	0	33	19	0	0	0	0	0	0	0	0	14
GSY1	YFR015C	YFR015C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
GSY2	YLR258W	YLR258W_mRNA	protein_coding	0	9	1	15	8	0	0	1	0	0	0	0	9	7
GTR1	YML121W	YML121W_mRNA	protein_coding	0	0	0	28	1	0	0	0	0	0	0	0	0	27
GTR2	YGR163W	YGR163W_mRNA	protein_coding	0	0	0	9	7	0	0	0	0	0	0	0	0	2
GUF1	YLR289W	YLR289W_mRNA	protein_coding	0	6	0	43	15	0	0	0	0	0	0	0	6	28
GUS1	YGL245W	YGL245W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GUT2	YIL155C	YIL155C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
GYL1	YMR192W	YMR192W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
GYP1	YOR070C	YOR070C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
GYP7	YDL234C	YDL234C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HAM1	YJR069C	YJR069C_mRNA	protein_coding	0	0	0	18	8	0	0	0	0	0	0	0	0	10
HAP1	YLR256W	YLR256W_mRNA	protein_coding	0	9	4	15	0	0	0	4	0	0	0	0	9	15
HAP2	YGL237C	YGL237C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
HAP3	YBL021C	YBL021C_mRNA	protein_coding	0	0	0	37	9	0	0	0	0	0	0	0	0	28
HAT2	YEL056W	YEL056W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HBN1	YCL026C-B	YCL026C-B_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
HCS1	YKL017C	YKL017C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HDA3	YPR179C	YPR179C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HEF3	YNL014W	YNL014W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
HEK2	YBL032W	YBL032W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
HEM2	YGL040C	YGL040C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
HFM1	YGL251C	YGL251C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
HHF1	YBR009C	YBR009C_mRNA	protein_coding	0	0	0	28	16	0	0	0	0	0	0	0	0	12
HHT1	YBR010W	YBR010W_mRNA	protein_coding	0	0	0	25	9	0	0	0	0	0	0	0	0	16
HIR1	YBL008W	YBL008W_mRNA	protein_coding	0	5	1	25	14	0	0	1	0	0	0	0	5	11
HIR3	YJR140C	YJR140C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HIS6	YIL020C	YIL020C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HIT1	YJR055W	YJR055W_mRNA	protein_coding	0	1	2	42	24	0	0	2	0	0	0	0	1	18
HMG1	YML075C	YML075C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
HMLALPHA1	YCL066W	YCL066W_mRNA	protein_coding	0	0	0	24	22	0	0	0	0	0	0	0	0	2
HMLALPHA2	YCL067C	YCL067C_mRNA	protein_coding	0	0	0	21	2	0	0	0	0	0	0	0	0	19
HMRA1	YCR097W	YCR097W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HMRA2	YCR096C	YCR096C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HOC1	YJR075W	YJR075W_mRNA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	10
HOG1	YLR113W	YLR113W_mRNA	protein_coding	0	2	0	7	7	0	0	0	0	0	0	0	2	0
HOM6	YJR139C	YJR139C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
HOP2	YGL033W	YGL033W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
HPA2	YPR193C	YPR193C_mRNA	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0
HPC2	YBR215W	YBR215W_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	1	1
HPF1	YOL155C	YOL155C_mRNA	protein_coding	0	0	3	2	0	0	0	3	0	0	0	0	0	2
HRD3	YLR207W	YLR207W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
HRI1	YLR301W	YLR301W_mRNA	protein_coding	0	0	0	12	5	0	0	0	0	0	0	0	0	7
HRQ1	YDR291W	YDR291W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HRT1	YOL133W	YOL133W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HRT3	YLR097C	YLR097C_mRNA	protein_coding	0	0	0	12	6	0	0	0	0	0	0	0	0	6
HSC82	YMR186W	YMR186W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
HSL1	YKL101W	YKL101W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HSP26	YBR072W	YBR072W_mRNA	protein_coding	0	0	0	16	8	0	0	0	0	0	0	0	0	8
HSP60	YLR259C	YLR259C_mRNA	protein_coding	0	4	0	27	14	0	0	0	0	0	0	0	4	13
HSX1	tR(CCU)J	tR(CCU)J_tRNA	protein_coding	0	0	0	42	25	0	0	0	0	0	0	0	0	17
HTA2	YBL003C	YBL003C_mRNA	protein_coding	0	0	0	29	8	0	0	0	0	0	0	0	0	21
HTB2	YBL002W	YBL002W_mRNA	protein_coding	0	1	0	29	16	0	0	0	0	0	0	0	1	13
HUB1	YNR032C-A	YNR032C-A_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
HUG1	YML058W-A	YML058W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HUL4	YJR036C	YJR036C_mRNA	protein_coding	0	10	0	27	9	0	0	0	0	0	0	0	10	18
HUL5	YGL141W	YGL141W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HXK1	YFR053C	YFR053C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
